PC1,PC2,Activity
-15.88617273383085,4.8004225504326765,SITTING
-16.168488996031655,6.098787646257629,SITTING
-10.242150712515214,-7.584649207050528,LAYING
-15.224313822108414,0.4896525329851194,LAYING
-16.028617603578677,4.548802872741528,LAYING
-16.819676627357442,6.78510700321099,LAYING
-16.851929424907542,7.513494294006969,LAYING
-16.540948253060726,8.791028102331603,LAYING
-16.385933343560655,7.6738254339966385,LAYING
-16.79543596835132,7.048926057544436,LAYING
-16.50162026886104,6.799640455049059,LAYING
-16.662507215305688,9.237500705051955,LAYING
-16.559081668332006,8.791056357275519,LAYING
-16.993816869193115,8.875041912931016,LAYING
-17.02634816498378,8.665780243316462,LAYING
-7.663494879170554,-8.220816349934145,LAYING
-13.047690229068849,-5.039789919827462,LAYING
1.3126082603714329,-14.820544647513769,LAYING
2.2068283000330076,-18.712457677555353,LAYING
-7.8483238663125015,-11.725434506128813,LAYING
-1.9073660914410606,-7.45372573618373,LAYING
12.26551383783014,-8.601090797705334,LAYING
12.78523227101718,-8.810412612604287,LAYING
-4.183257843794722,-13.720924408418789,LAYING
-12.275424578107366,-5.430001894260337,LAYING
-15.068185169414916,0.8941309105292027,LAYING
-16.296359464667333,3.3770214060516768,LAYING
-16.500518128485048,6.109890595022566,LAYING
-16.62881924126351,7.919893336274347,LAYING
15.982983689469457,-1.7729914008421483,WALKING
19.01954184533548,0.8824862575584765,WALKING
17.256286465398826,1.7373088230896845,WALKING
22.30642082125626,3.2630331319013806,WALKING
21.942267844538264,1.9531048673399785,WALKING
19.94555739107668,2.545787841347971,WALKING
18.670335924278337,0.5977999935781511,WALKING
20.096760567321102,4.195103786911936,WALKING
15.369052376843975,-3.1430474329074016,WALKING
18.3277895280149,1.292692683825587,WALKING
16.728265138173793,3.1115641814831325,WALKING
19.025029477616556,3.5156994268091926,WALKING
20.377138628052975,1.327726628931588,WALKING
23.1672227226604,3.159259589607962,WALKING
22.154885824673862,3.881499379345466,WALKING
20.99365294477032,4.754881616672863,WALKING
21.027012742950234,3.225111738333299,WALKING
22.47504924075948,3.912076224670423,WALKING
22.07552441691106,3.1618294121011066,WALKING
20.550304761335074,4.429090760530317,WALKING
20.95175942425455,3.0403739383560375,WALKING
20.89972750254682,3.3915392284376775,WALKING
20.19874430982266,3.705843053675531,WALKING
25.854326023254135,9.822744934867517,WALKING
24.31579086675499,7.356036682668695,WALKING
23.10309418743741,2.687011968537857,WALKING
21.419582211527434,3.07179640229666,WALKING
17.263955678648777,1.3011337014378535,WALKING
21.02132946605995,3.6265113497792925,WALKING
21.850135194517854,4.820438571801378,WALKING
21.179381146596477,4.1153854796355205,WALKING
20.612201211901116,3.7253044768914814,WALKING
19.88746720074371,2.5686556796398654,WALKING
24.883333481370947,6.255236019236072,WALKING
18.788641674172343,4.040818435816585,WALKING
18.738057249344024,3.3680405213804385,WALKING
18.26432406880702,1.2029953457239182,WALKING
20.128932337071245,3.2075203119883096,WALKING
19.51921674056496,2.3900832183553398,WALKING
17.910954268113866,2.2525860048347126,WALKING
15.286232580796835,2.7553905237127183,WALKING
14.494141940144942,-0.10135897835019406,WALKING
15.455041677794247,-0.7522269340209844,WALKING
16.515077854394207,2.4060555515592608,WALKING
18.687731471757687,2.1529183621184598,WALKING
18.484789589612642,-0.007996704054063698,WALKING
16.921040120379597,0.21175663365742467,WALKING
13.982961951446857,1.643945004647083,WALKING_DOWNSTAIRS
17.698336629604484,5.518354756960605,WALKING_DOWNSTAIRS
22.30103865335989,6.637197200928114,WALKING_DOWNSTAIRS
21.465546915391396,4.223490749702424,WALKING_DOWNSTAIRS
21.475835916931228,3.244052034616404,WALKING_DOWNSTAIRS
26.53309820141475,4.184143026269035,WALKING_DOWNSTAIRS
25.917549101219688,6.416418675529261,WALKING_DOWNSTAIRS
18.788021622682574,6.652954533399118,WALKING_DOWNSTAIRS
17.93434793129892,8.295133421495523,WALKING_DOWNSTAIRS
34.87300012041513,14.674662969325343,WALKING_DOWNSTAIRS
27.724298175254997,7.1266278039130215,WALKING_DOWNSTAIRS
33.273877991248476,10.036071726624357,WALKING_DOWNSTAIRS
31.90522556665496,6.750484107340377,WALKING_DOWNSTAIRS
29.242835666636935,5.052917997255156,WALKING_DOWNSTAIRS
25.462928940446062,3.2208517553904508,WALKING_DOWNSTAIRS
27.894779589576963,8.663319457525533,WALKING_DOWNSTAIRS
23.101418186134925,4.11928759548655,WALKING_DOWNSTAIRS
19.736198659196205,0.7295598771979495,WALKING_DOWNSTAIRS
20.901182249179705,2.3770688531115662,WALKING_DOWNSTAIRS
26.941973312832182,5.735226806665132,WALKING_DOWNSTAIRS
28.586636862248724,4.71756280954178,WALKING_DOWNSTAIRS
22.824679295138072,1.8929611229884324,WALKING_DOWNSTAIRS
18.40053328564759,-0.8642387454253171,WALKING_DOWNSTAIRS
18.048314233951864,3.6356295567893517,WALKING_DOWNSTAIRS
17.488821039544845,2.989562466472614,WALKING_DOWNSTAIRS
9.883695137370934,-9.09960335898487,WALKING_UPSTAIRS
8.35939114923915,-8.25853036567004,WALKING_UPSTAIRS
10.119318050722022,-10.180146612467121,WALKING_UPSTAIRS
13.810556004773172,-10.427150348198122,WALKING_UPSTAIRS
12.584223781596972,-10.102834735522853,WALKING_UPSTAIRS
11.884695669670347,-8.405440192283251,WALKING_UPSTAIRS
10.164812338985039,-8.12331016357257,WALKING_UPSTAIRS
9.808752940055523,-7.118982041347969,WALKING_UPSTAIRS
10.491097543564116,-9.106415696148616,WALKING_UPSTAIRS
9.591780425473186,-9.99575465096848,WALKING_UPSTAIRS
12.175395543337078,-10.118383757981482,WALKING_UPSTAIRS
11.957227095109925,-9.486811105097834,WALKING_UPSTAIRS
7.908850424826797,-9.491076289584699,WALKING_UPSTAIRS
9.184619431865784,-8.975434991109367,WALKING_UPSTAIRS
8.294720092238817,-10.145388716927572,WALKING_UPSTAIRS
6.034771215626524,-11.274262000887921,WALKING_UPSTAIRS
6.5819449294344246,-10.776299774271267,WALKING_UPSTAIRS
8.810683549962091,-12.761973558924787,WALKING_UPSTAIRS
10.630906454166798,-10.912625912012047,WALKING_UPSTAIRS
12.770226889906828,-11.322363502476186,WALKING_UPSTAIRS
12.082550869110355,-12.015825341672702,WALKING_UPSTAIRS
8.923142550559712,-9.06896278242366,WALKING_UPSTAIRS
9.539607935918635,-9.017997843674015,WALKING_UPSTAIRS
11.542522542939356,-9.424476383392548,WALKING_UPSTAIRS
7.875621441062286,-9.399735392660958,WALKING_UPSTAIRS
9.920639105760037,-6.799957532620867,WALKING_UPSTAIRS
-14.34795060719921,-1.616298412744236,STANDING
-13.64819113291349,-3.2226489631461677,STANDING
-14.349903711236477,0.3224896968401906,STANDING
-13.1818294079289,0.06908250212837745,STANDING
-12.622057729287159,-3.1025122301006385,STANDING
-14.152426253935833,0.6810525531289664,STANDING
-15.30165041599376,4.433925421511842,STANDING
-15.370614137065425,3.3614326231993625,STANDING
-14.538891493479316,6.1431367001635495,STANDING
-14.613260633493972,6.830125945929751,STANDING
-15.430379431485283,5.755909681013349,STANDING
-15.06719416716074,3.582139074823566,STANDING
-15.230814082448221,2.2416359905852916,STANDING
-14.889644669344555,2.41930075014078,STANDING
-11.187998075432086,-10.092570879304414,STANDING
-14.549172884876247,-2.387824664087821,STANDING
-15.843432278095396,1.8320617564158874,STANDING
-15.730667695355798,4.9070454172504885,STANDING
-16.097651968188735,5.4618687520787494,STANDING
-16.537355516454596,5.640358063761032,STANDING
-16.168801708934218,5.8588038195625645,STANDING
-16.16318798085958,6.086063449792032,STANDING
-16.083069608015066,7.423857696701064,STANDING
-15.269066580731304,4.649082775691121,STANDING
-15.327667668554874,5.432679335944765,STANDING
-15.51135708265037,5.671636872601056,STANDING
-11.6555284893292,-8.332052699722365,SITTING
-14.295758421360048,-2.5874236815623517,SITTING
-15.232121555282749,1.7306336891293526,SITTING
-15.680403798177796,7.281310840080271,SITTING
-16.32787494935376,9.103695587932641,SITTING
-16.404470631936146,9.320441020383985,SITTING
-16.357196220876887,10.344235935216624,SITTING
-16.339053742211515,10.220604035096903,SITTING
-16.198256526772223,9.367978764915183,SITTING
-15.931616927774519,9.13473148440852,SITTING
-16.2076601887246,8.30204787991204,SITTING
-11.871033518467275,-6.605296752950803,LAYING
-13.93410247471276,-3.77314977441653,LAYING
-16.19931682694853,3.741243510688124,LAYING
-16.801008186963436,7.189370204035161,LAYING
-16.80678740862918,7.900918810821371,LAYING
-16.61563992910375,8.068727935623539,LAYING
-16.186556978436254,6.207454111993901,LAYING
-16.477330974219296,8.844050883999342,LAYING
-16.660409279984183,8.81846211996607,LAYING
-16.361124488242016,7.488068878100575,LAYING
-16.514819981964013,8.020125823737828,LAYING
-16.512793488849386,7.1291490224797895,LAYING
-10.834205936998561,-10.52006250209379,SITTING
-14.031350251439292,-3.3532298343319575,SITTING
-14.725417918353253,-0.21083208632957134,SITTING
-15.950190843414074,3.3348710883606003,SITTING
-15.907713785936316,5.432668938996917,SITTING
-15.888329156139225,7.128110447458812,SITTING
-16.067825516618946,6.610814539336219,SITTING
-16.56543632308037,5.062256424582153,SITTING
-16.390722366824463,6.194765746496299,SITTING
-16.525138959456548,5.344137608823068,SITTING
-16.528064174447636,5.670375230664964,SITTING
-14.3730025722097,0.8553822686704465,SITTING
5.731493208914986,-9.941260880771596,LAYING
-1.929494598570418,-4.702835656123857,LAYING
-12.011523281927444,-5.5079463211475685,LAYING
-11.365813301540534,-9.06654863214554,LAYING
-11.916578193320808,-6.911505226589391,LAYING
-14.845584551995069,0.2175925311803354,LAYING
-15.304439984579767,1.688762915481416,LAYING
-15.77508740544456,2.0431514075338058,LAYING
-13.044878817296333,-6.538905327998163,LAYING
-12.835063178735446,-9.510502619180388,LAYING
-12.791461460660395,-5.753283575441481,LAYING
13.522653073284317,-0.8018388823492182,WALKING
16.82300175040808,2.41480780140619,WALKING
17.595455853308895,3.464214299879935,WALKING
17.87627060042654,3.5150924832948216,WALKING
17.983143284096737,3.504068560261256,WALKING
17.122188844712014,4.395752099528537,WALKING
18.85355248237972,4.88330415726036,WALKING
17.02167910166981,3.2423001968429888,WALKING
16.609265116871622,-0.3323102008545497,WALKING
20.878699466484868,3.189185512819334,WALKING
19.114791386716714,2.514341151999878,WALKING
16.033243354702805,2.014093897364297,WALKING
17.48535699877995,4.751187447284687,WALKING
19.312065084088182,4.5335371843998695,WALKING
19.340858502227466,4.398055392985087,WALKING
21.05906989464078,8.219367966203837,WALKING
21.06020706998451,6.141141237573245,WALKING
18.75037598924349,2.520059845894845,WALKING
18.26964969432707,3.745366354753766,WALKING
24.287609167509707,7.7080346912029665,WALKING
26.54019019113845,8.689830239321438,WALKING
24.5390348324798,5.584938035509151,WALKING
20.57067794082054,2.114727481086647,WALKING
23.776742915716532,4.021920955060431,WALKING
23.33007943145961,4.681533958250133,WALKING
23.058613387894056,5.161724467602192,WALKING
19.792033083718096,6.114529239704089,WALKING
17.81495572752948,3.9828669092692413,WALKING
17.22349593687718,0.5596299677145327,WALKING
21.42877533425327,4.943046297491688,WALKING
20.396999374991132,4.596957196604282,WALKING
16.690362784960048,1.9038826286717576,WALKING
17.54313112306466,2.24110498716013,WALKING
16.814889021104918,3.436697816054865,WALKING
19.687799878633005,1.1921344791259274,WALKING
20.999211743311783,3.873853480534088,WALKING
18.944806534021996,3.285407058556675,WALKING
17.27735368863619,1.448882699381876,WALKING
17.900344000455615,3.7025395352410837,WALKING
21.116842645197245,6.9207213796582305,WALKING
25.169183982773134,7.782496514470892,WALKING
28.001234296963492,12.117087174355918,WALKING
25.802997462064983,10.540083438597916,WALKING
22.033404518809366,5.266021093466682,WALKING
25.946205389405232,9.675360549976089,WALKING
26.510245532001377,10.468380815936083,WALKING
18.609036821857288,4.578711093965546,WALKING
18.52687865323506,4.917038305494121,WALKING
12.063012853627184,-2.4379329087209434,WALKING_DOWNSTAIRS
18.859927360018823,6.730292786075862,WALKING_DOWNSTAIRS
24.979564922270956,7.917445522677762,WALKING_DOWNSTAIRS
33.25303625644024,12.611847566631182,WALKING_DOWNSTAIRS
25.57720073910889,6.040112370973914,WALKING_DOWNSTAIRS
19.033536788311817,3.1913520291810444,WALKING_DOWNSTAIRS
20.565215054929965,4.186388828398788,WALKING_DOWNSTAIRS
9.007122989790894,-8.899844387293815,WALKING_UPSTAIRS
9.348164247329771,-8.341716552619788,WALKING_UPSTAIRS
13.14887905978317,-10.049535353202856,WALKING_UPSTAIRS
12.95259818806528,-11.01575418967529,WALKING_UPSTAIRS
11.311640256087657,-11.08329661764538,WALKING_UPSTAIRS
12.935706529164475,-9.20919436826115,WALKING_UPSTAIRS
12.711009137735532,-7.344013773900987,WALKING_UPSTAIRS
11.801898285884999,-6.026792404083063,WALKING_UPSTAIRS
10.730225254298958,-6.525060173914016,WALKING_UPSTAIRS
11.58568343202238,-10.127111988754448,WALKING_UPSTAIRS
9.751032876097144,-7.853271393730133,WALKING_UPSTAIRS
12.866683695844037,-8.80182110068676,WALKING_UPSTAIRS
16.415232722111288,-8.604560843099337,WALKING_UPSTAIRS
12.44229236138659,-8.497377961446075,WALKING_UPSTAIRS
12.4830340132597,-7.241341945055126,WALKING_UPSTAIRS
13.350208985038194,-7.657843418233857,WALKING_UPSTAIRS
12.222994533805874,-7.356972927409931,WALKING_UPSTAIRS
9.797927122495501,-7.132277284969467,WALKING_UPSTAIRS
8.88427276396596,-11.15766416095763,WALKING_UPSTAIRS
8.39551130177222,-12.13012066987813,WALKING_UPSTAIRS
13.715621111393444,-10.330599663363413,WALKING_UPSTAIRS
13.942405585424984,-10.003498254566248,WALKING_UPSTAIRS
10.518142442113618,-9.490679768064602,WALKING_UPSTAIRS
11.90213941529534,-9.44126063588237,WALKING_UPSTAIRS
12.697041587904728,-8.805089044480573,WALKING_UPSTAIRS
12.078770376525652,-9.65414557415568,WALKING_UPSTAIRS
10.865383588003645,-8.748001151327735,WALKING_UPSTAIRS
19.66608307096844,-1.6047416294264283,WALKING_DOWNSTAIRS
23.487560875755186,2.980457028182154,WALKING_DOWNSTAIRS
26.778162314072265,7.252002359906769,WALKING_DOWNSTAIRS
26.942702164375245,9.089219582597844,WALKING_DOWNSTAIRS
21.418213205681088,6.894264931468223,WALKING_DOWNSTAIRS
23.525688264856907,6.145020418246657,WALKING_DOWNSTAIRS
25.420821389318327,4.615262488498281,WALKING_DOWNSTAIRS
23.45928596236913,6.319269564302333,WALKING_DOWNSTAIRS
19.038234923705357,6.313878110110661,WALKING_DOWNSTAIRS
27.23263152433422,8.303317632724793,WALKING_DOWNSTAIRS
27.55231706721741,8.359666774577324,WALKING_DOWNSTAIRS
20.36018280263569,2.528933194256855,WALKING_DOWNSTAIRS
20.523320457967216,3.128474762247188,WALKING_DOWNSTAIRS
27.16560813781462,10.014930001552978,WALKING_DOWNSTAIRS
28.337527966753544,10.234144524372518,WALKING_DOWNSTAIRS
22.113341452564967,5.479454842510162,WALKING_DOWNSTAIRS
24.363466552172532,10.066518107619352,WALKING_DOWNSTAIRS
-3.569910117410119,-5.367219424223404,STANDING
-11.742014545332696,-4.396648907752579,STANDING
-14.09490331627119,-0.645400357958258,STANDING
-13.118870042589391,-3.019034168601092,STANDING
-10.805829457301392,-4.3060807344475265,STANDING
-8.992426381991521,-5.978247913064741,STANDING
-8.286894318831648,-6.458604912303261,STANDING
-8.835794991675593,-6.398925016766269,STANDING
-8.016287448936968,-4.3076519353521645,STANDING
-7.191368628736182,-5.207363150791412,STANDING
-7.303609415949396,-5.180755119994761,STANDING
-8.257518720136163,-8.966402704591191,STANDING
-10.909188234718695,-7.026429324408633,STANDING
-9.464804370731898,-8.053079305361312,STANDING
-8.565525256922585,-5.861898389354879,STANDING
-9.522285819049914,-3.4871616403246017,STANDING
-9.523859655289389,-9.916457295243925,STANDING
-12.493848015873445,-6.083304432480146,STANDING
-13.81900421194457,-3.1977216034534384,STANDING
-14.854029565819511,1.3945165570634257,STANDING
-13.969960452522598,0.07817566585929163,STANDING
-12.616857183857213,-3.6465506672004886,STANDING
-12.522516126822357,-2.170755618040785,STANDING
-13.9135159872458,0.08517834595934404,STANDING
-15.299337213128387,3.059481499132449,STANDING
-15.657724211860291,4.890690158621715,STANDING
-15.760212290323274,6.475095442467265,STANDING
-15.952712693132705,6.323682545712132,STANDING
-15.9276546683259,7.299790209200142,STANDING
-15.85262150481405,6.826862702001424,STANDING
-13.11504274291728,-3.474359631665031,STANDING
-7.833666083099333,-10.676143524713046,SITTING
-12.516572170610564,-6.368116683602802,SITTING
-13.74010756804972,-1.1915083678741971,SITTING
-14.36428963612025,2.1297251784658497,SITTING
-15.029878378836788,0.887334817514624,SITTING
-13.641261980267798,-2.008446406353317,SITTING
-7.8359853630483025,-12.824361202834057,SITTING
-6.631629919806649,-14.907526703822874,SITTING
-6.536072047441547,-12.197167997004808,SITTING
-13.830980372855436,0.8857893327848674,SITTING
-14.38330078348964,7.571163977909968,SITTING
-14.254911312245607,7.59498135165761,SITTING
-8.676293630749402,-10.082375266782593,SITTING
-12.631082921273105,-6.712157143052022,SITTING
-13.970055164121291,-2.7279625102695086,SITTING
-14.928087639763172,0.9940597646505848,SITTING
-15.284929162577674,3.515172084468684,SITTING
-15.09645741750232,1.9217208671763542,SITTING
-15.658306675792637,3.877650083588799,SITTING
-14.917601772264257,0.1944899743020462,SITTING
-13.787061735694358,-1.4777407256022457,SITTING
-14.203857742952781,0.6726708432683639,SITTING
-15.767178514175908,6.4130912115084024,SITTING
-15.75012678270842,9.666839959999802,SITTING
-15.998213627471797,8.865578069851676,SITTING
-16.021583723735304,6.728519922446466,SITTING
-10.02425452573203,-5.030992948979198,LAYING
-13.476609418002738,-2.5979981740430973,LAYING
-13.990676822149647,-0.5894004187575873,LAYING
-15.532198081672066,4.116404090425531,LAYING
-15.447603392966021,4.54828318237371,LAYING
-15.23241044447693,2.1642950659865408,LAYING
-14.706928619799077,1.2924302473559726,LAYING
-13.57277941128735,-0.33619579923528603,LAYING
-13.083198834502882,-2.5782021758024993,LAYING
-13.396574231304976,1.5239583748505239,LAYING
-13.879205915286471,3.086146204972602,LAYING
-14.817240132311222,3.6901559276052764,LAYING
-14.24347970654459,5.060271363292254,LAYING
-12.431951127142657,0.20354861673387525,LAYING
-12.526051473956345,-1.041703343296235,LAYING
-14.735565602395676,0.5123544598632663,LAYING
-16.131667896581845,5.077337067214028,LAYING
-16.504047321198506,7.585098143939541,LAYING
-16.513990400807668,7.137462388730223,LAYING
-17.001821464804753,8.560408445361308,LAYING
-17.052231766453822,8.507456123704438,LAYING
-16.60465542394891,7.300961070676499,LAYING
-16.55254591217866,8.761820012216894,LAYING
-16.346300071858636,3.9887479693202086,LAYING
-16.320370138734937,3.3511605064560563,LAYING
-15.96912760508891,7.943213312836172,LAYING
-16.009166572007196,8.438106469327764,LAYING
-16.41239477970053,7.9854380276301145,LAYING
-16.505063018791382,9.052615225360018,LAYING
-16.444959350273376,8.606104781047382,LAYING
4.593750095175934,-3.120330139364765,WALKING
4.865365026699809,-1.4833709314153127,WALKING
7.595091410265723,-1.3549996047778576,WALKING
9.89718355111415,-0.751601917398329,WALKING
10.27578812232184,-1.7820431974776227,WALKING
10.552073363878327,-2.0467976512421435,WALKING
12.652344554139582,-0.040696742578383495,WALKING
10.844027444918872,-1.0295370718019246,WALKING
10.383217148169576,-1.0912679128622098,WALKING
12.40566111612045,0.9425534116751968,WALKING
12.867674015438286,2.1221845093281937,WALKING
9.73650696080636,0.5966298312238495,WALKING
8.056422646927114,0.532511667193897,WALKING
10.256884936699908,0.9245525958628411,WALKING
11.929955665187629,1.5054730588069754,WALKING
10.773330977716842,0.6016187785702178,WALKING
4.008005762734899,-5.072191797000594,WALKING
5.102401453395526,-1.372449492329208,WALKING
7.431754269065896,-0.7074683679279391,WALKING
11.476274687857238,-1.1802637564652965,WALKING
16.09699040648614,1.6632564914539594,WALKING
15.311133543491346,4.397828712378746,WALKING
12.99369580505879,3.223989210738974,WALKING
10.404948878602669,0.4718776611429287,WALKING
14.779212139857593,0.5417069194681637,WALKING
16.327721781221047,1.4191601438938555,WALKING
15.621529895614897,3.61612207185858,WALKING
12.107977095980985,0.005271646405621151,WALKING
11.676686890075977,0.23230466580986725,WALKING
12.179958230462978,1.6272176533646756,WALKING
11.678357465659596,2.8135097246160172,WALKING
10.73997822154158,-0.40730117272046384,WALKING_DOWNSTAIRS
13.202724878896882,-0.2368718690447857,WALKING_DOWNSTAIRS
12.950778577963728,-2.965054131788812,WALKING_DOWNSTAIRS
12.079264804701609,-5.275094164968898,WALKING_DOWNSTAIRS
12.992199208512105,-4.702510963552186,WALKING_DOWNSTAIRS
12.958624432325438,-4.836166839301961,WALKING_DOWNSTAIRS
12.87132383238961,-2.9473933119828426,WALKING_DOWNSTAIRS
10.590128848809336,-3.0546307820253644,WALKING_DOWNSTAIRS
17.174566851517078,-2.182975295172281,WALKING_DOWNSTAIRS
20.84082974019269,1.3982265423002904,WALKING_DOWNSTAIRS
20.84162628819665,3.615510445311208,WALKING_DOWNSTAIRS
16.42565630806939,0.14997868995990943,WALKING_DOWNSTAIRS
14.680033253326005,-2.6961116431595764,WALKING_DOWNSTAIRS
18.170916295322026,-1.5820654954965094,WALKING_DOWNSTAIRS
18.198825929990875,-1.4271172143328772,WALKING_DOWNSTAIRS
22.889853508408663,-0.3592696136590129,WALKING_DOWNSTAIRS
32.606368734236476,7.971265383857171,WALKING_DOWNSTAIRS
26.809020556878064,4.916823808021599,WALKING_DOWNSTAIRS
24.88706032394847,2.858179977215469,WALKING_DOWNSTAIRS
21.943523132004813,0.41582949227832194,WALKING_DOWNSTAIRS
24.141200310208543,-1.468692822192564,WALKING_DOWNSTAIRS
31.95491497094848,5.98806471237742,WALKING_DOWNSTAIRS
38.08420718250149,6.5880149977906255,WALKING_DOWNSTAIRS
3.894116705154413,-10.589710684095792,WALKING_UPSTAIRS
3.9046859997261048,-9.0776672709607,WALKING_UPSTAIRS
5.234529945228733,-8.638133150196518,WALKING_UPSTAIRS
6.1053514180925985,-9.419647913911934,WALKING_UPSTAIRS
7.711969924308221,-9.465365499921825,WALKING_UPSTAIRS
5.99419489892994,-8.268330092599102,WALKING_UPSTAIRS
4.829023799246414,-8.569626805701695,WALKING_UPSTAIRS
5.927970561285577,-7.4852716273151065,WALKING_UPSTAIRS
4.66136571497503,-7.628302311597633,WALKING_UPSTAIRS
10.504993901575856,-6.382549862628113,WALKING_UPSTAIRS
9.775602107663447,-4.651938296186623,WALKING_UPSTAIRS
13.129045717153732,-5.082978129315591,WALKING_UPSTAIRS
14.541379752365575,-4.810855040756086,WALKING_UPSTAIRS
9.137088011595912,-6.503399697397969,WALKING_UPSTAIRS
10.240191868249555,-5.325976650859079,WALKING_UPSTAIRS
11.23754980107073,-6.165982700582647,WALKING_UPSTAIRS
9.060172767752036,-6.0905724749296,WALKING_UPSTAIRS
8.295296006374025,-6.60684326245526,WALKING_UPSTAIRS
8.195888567261088,-6.567543417107862,WALKING_UPSTAIRS
9.231542300060108,-7.398691933191153,WALKING_UPSTAIRS
11.42179862555166,-7.862207705675005,WALKING_UPSTAIRS
10.354280719552229,-6.12138799248834,WALKING_UPSTAIRS
9.307033633535257,-7.964672027032364,WALKING_UPSTAIRS
11.40068763288262,-5.9068935047519515,WALKING_UPSTAIRS
11.172827404280985,-4.846504497556908,WALKING_UPSTAIRS
11.833601963524083,-6.3680928481800585,WALKING_UPSTAIRS
12.453284400949638,-5.756915072456164,WALKING_UPSTAIRS
13.467775478927628,-3.8029537516169287,WALKING_UPSTAIRS
12.8595341135928,-7.449857115713986,WALKING_UPSTAIRS
13.531216327721129,-7.830343605449006,WALKING_UPSTAIRS
11.567527416571371,-4.9595653147651735,WALKING_UPSTAIRS
11.885349846585504,-4.128356687516531,WALKING_UPSTAIRS
13.198013303731884,-5.333962687487482,WALKING_UPSTAIRS
14.982015572892772,-5.833876790107279,WALKING_UPSTAIRS
-8.352885273322007,-7.148063111118394,STANDING
-11.613753735562998,-2.3185833594276413,STANDING
-11.596427642214913,1.7750400436588496,STANDING
-12.149591039644154,1.6278917558742476,STANDING
-11.496687596334619,-5.230019220687777,STANDING
-11.420741039601852,-7.25413418648846,STANDING
-12.937243252353756,-3.9757731489214634,STANDING
-15.46021391057329,2.124379634646094,STANDING
-14.923046941390375,0.9320478542472362,STANDING
-14.280166515066663,-0.6725760949761633,STANDING
-14.918545265533638,0.9295322797839846,STANDING
-15.621722755206923,5.864575197494104,STANDING
-15.893009953947695,6.191816239946906,STANDING
-15.452069678136617,3.160880901887318,STANDING
-4.55203420457351,-13.949602917398499,STANDING
-7.2192309007049795,-10.21104298155456,STANDING
-7.0880574902508835,-5.790182813157869,STANDING
-8.321297773305696,-4.524465988797963,STANDING
-11.690877109414757,-3.5918611821334694,STANDING
-9.295623077978677,-8.618719387735363,STANDING
-8.400341140917762,-9.412127619824062,STANDING
-10.144448626847625,-6.73877749849525,STANDING
-11.595811754544862,-4.942281515058471,STANDING
-10.506149470636794,-6.046261199706636,STANDING
-10.743018471366383,-6.235358629060161,STANDING
-11.826216342387632,-4.29322153575805,STANDING
-12.551793419925819,-2.588499513148146,STANDING
-14.471318436257198,2.1677661431652195,STANDING
-13.317649434492669,-1.53690779926569,STANDING
-12.863296955481228,-3.7485247183895685,STANDING
-6.097343946635267,-10.896424554584625,SITTING
-11.877030252501932,-5.4593056149516235,SITTING
-13.689720418835762,-3.263603478835094,SITTING
-15.44676939903784,1.830099419574886,SITTING
-16.040785468589966,4.7382473116742485,SITTING
